100, 0.356486, 0.364989, 0.147113
200, 0.325258, 0.345136, 0.193307
300, 0.313503, 0.343599, 0.219197
400, 0.308158, 0.336442, 0.232696
500, 0.304331, 0.342086, 0.240916
600, 0.30195, 0.351427, 0.237578
700, 0.300794, 0.356687, 0.227278
800, 0.29948, 0.358447, 0.223908
900, 0.29841, 0.358093, 0.227137
1000, 0.298013, 0.356496, 0.231425
